system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
whisper,,,,,
seamlessm4t,-0.9803921568627451,30.737422800142,30.6951551565937,30.976966649805217,30.87162128010509
canary-v2,-12.091503267973856,30.14716150635988,26.62926888387966,28.5120503006433,26.554745003874746
owsm4.0-ctc,-14.052287581699346,10.4798936142641,8.558934685451533,14.951275537867904,12.737698103544709
gemma_whisper,-16.013071895424837,41.94734442643091,41.49462667808813,40.36788709447993,37.87722122738308
tower_whisper,-16.013071895424837,41.03056384788619,40.7368148239999,41.2112022865734,38.84680109475953
aya_whisper,-10.784313725490197,42.882193622733254,42.58701252284782,41.327130366185244,39.7203088466008
aya_seamlessm4t,-0.49019607843137253,38.322859180129434,38.19490769836638,35.64500040648615,35.55063032271231
gemma_seamlessm4t,-0.6535947712418301,38.748694489789166,38.59768167956203,35.34027590032886,35.222382210438546
tower_seamlessm4t,-0.49019607843137253,37.40937359816109,37.27552474402135,35.293768608662624,35.200127488720454
aya_canary-v2,-0.9803921568627451,35.17255665683278,35.12297511665649,31.875543672518404,31.760147108020735
gemma_canary-v2,-2.7777777777777777,34.97818648566802,34.64312221475092,32.39917969087662,31.844455443833976
tower_canary-v2,-4.738562091503268,34.36339090530778,33.792185753681295,31.551992834174357,30.70260972527215
aya_owsm4.0-ctc,-1.1437908496732025,26.82036424462312,26.751030675726,23.799605356541527,23.62099443105798
gemma_owsm4.0-ctc,-11.11111111111111,26.862928591522518,25.406312794467198,24.81223179021351,22.7738491999095
tower_owsm4.0-ctc,-0.0,0.6763982835158799,0.6763982835158799,14.420306308840225,14.420306308840225
desta2-8b,-6.535947712418301,23.388295301424918,23.094589305079836,22.97025254160604,22.029144395130622
qwen2audio-7b,-1.7973856209150325,48.16176731290381,47.15450068548614,40.424593341433344,39.6198178556279
phi4multimodal,-75.49019607843137,31.580793330871984,16.082996309193135,64.5531915840419,15.246877147286547
voxtral-small-24b,-0.0,58.16822791352771,58.16822791352771,52.84727185209787,52.84727185209787
spirelm,-1.9607843137254901,15.914385016447582,15.304694580875974,15.780849175472907,15.435238075564353
