accent,mean
BASILICATA TRENTINO,0.7599426949992776
EMILIANO,0.8303840393324693
MERIDIONALE,0.8552701021299551
TENDENTE AL SICULO MA NON MARCATO,0.8204460221538319
VENETO,0.7778376570530235
