accent,mean
DEUTSCHLAND DEUTSCH,0.7983222711123525
ITALIENISCH DEUTSCH,0.8481446163840591
NORDRHEIN WESTFALEN BUNDESDEUTSCH HOCHDEUTSCH DEUTSCHLAND DEUTSCH,0.814651420392096
OSTERREICHISCHES DEUTSCH,0.7521567320004106
SCHWEIZERDEUTSCH,0.7953971904590726
