accent,mean
ANDINOPACIFICO COLOMBIA PERU ECUADOR OESTE DE BOLIVIA Y VENEZUELA ANDINA,0.8453951923400164
CARIBE CUBA VENEZUELA PUERTO RICO REPUBLICA DOMINICANA PANAMA COLOMBIA CARIBENA MEXICO CARIBENO COSTA DEL GOLFO DE MEXICO,0.8160105804651975
CHILENO CHILE CUYO,0.8167186788246037
ESPANA SUR PENINSULAR (ANDALUCIA EXTREMADURA MURCIA),0.8189489237889649
MEXICO,0.8293143812157213
RIOPLATENSE ARGENTINA URUGUAY ESTE DE BOLIVIA PARAGUAY,0.8026934700049461
