system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
whisper,-0.14792899408284024,67.27864428984343,67.27864428984343,60.73143316209647,60.712359475175795
seamlessm4t,-0.4437869822485207,70.2971047081891,69.99023363999362,65.4782345716858,65.2067316894436
canary-v2,-0.14792899408284024,71.62090804996575,71.50546737941059,67.54389814539957,67.45327439702656
owsm4.0-ctc,-0.591715976331361,44.67401519117976,44.59916302085628,32.99108415128409,32.90901272378575
gemma_whisper,-0.4437869822485207,73.96599420164463,73.67649104344774,68.63047098465395,68.31860877904137
tower_whisper,-0.4437869822485207,74.32334032690031,74.32334032690031,69.57965629787003,69.51967843631888
aya_whisper,-0.2958579881656805,75.22241112589836,75.07870147972417,69.29411370618567,69.13136460793552
aya_seamlessm4t,-0.4437869822485207,73.79284579302433,73.4778584964882,67.41591903199193,67.10378129376903
gemma_seamlessm4t,-0.4437869822485207,72.90869149689138,72.4983421497091,66.86285721860033,66.53060448444145
tower_seamlessm4t,-0.0,73.14443343348756,73.14443343348756,67.33646699690298,67.33646699690298
aya_canary-v2,-0.2958579881656805,76.59848572904542,76.30970310935606,71.69372828611166,71.4022657613562
gemma_canary-v2,-0.14792899408284024,75.26026162540418,75.11644045435466,70.46614745907354,70.32308887866651
tower_canary-v2,-0.0,75.53897344413593,75.53897344413593,71.27694763193601,71.27694763193601
aya_owsm4.0-ctc,-0.0,69.45470754493623,69.45470754493623,60.84880025481486,60.84880025481486
gemma_owsm4.0-ctc,-0.4437869822485207,67.0702400244552,66.90391535254625,59.29745083596259,59.10949516488989
tower_owsm4.0-ctc,-100.0,4.346112375428689,0.0,14.09674269207836,0.0
desta2-8b,-0.4437869822485207,55.35813345923226,55.16315541958668,42.9420725932929,42.874190293957845
qwen2audio-7b,-1.7751479289940828,64.94471357313134,64.27874513808086,53.33469488476155,52.798208270288086
phi4multimodal,-0.4437869822485207,79.9729799293202,79.74306953940871,76.24714030669286,75.99097387148784
voxtral-small-24b,-0.591715976331361,80.91445065320596,80.40521145237268,75.17278832025252,74.80963391510869
spirelm,,,,,
