system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
whisper,,,,,
seamlessm4t,-1.2958963282937366,77.2369213637214,76.6501708388586,82.72178959962359,82.01439400760711
canary-v2,-0.21598272138228944,78.24159695867843,78.06436373026273,82.69917461739503,82.49724049193556
owsm4.0-ctc,-1.9438444924406046,34.8170526501427,34.25346322862943,41.73986478175638,40.86030320250318
gemma_whisper,-0.21598272138228944,84.61141048651793,84.61141048651793,87.7664433538785,87.7362943107572
tower_whisper,-0.4319654427645789,85.0606745635974,85.0606745635974,88.20694361211929,88.14403296289383
aya_whisper,-0.21598272138228944,84.78409651752168,84.78409651752168,88.14216385842914,88.11201481530784
aya_seamlessm4t,-0.0,83.70852046110718,83.70852046110718,86.64268990797565,86.64268990797565
gemma_seamlessm4t,-0.21598272138228944,83.38647677403418,83.38647677403418,86.66470475639689,86.61515286622759
tower_seamlessm4t,-0.0,83.73094037046442,83.73094037046442,86.87353250339274,86.87353250339274
aya_canary-v2,-0.4319654427645789,84.99996446044089,84.72917534491414,88.30097902316768,88.06869086224111
gemma_canary-v2,-0.21598272138228944,84.83043827171203,84.65320504329632,88.35200777611259,88.1500736506531
tower_canary-v2,-0.6479481641468683,85.47223802905361,84.87013650738652,88.74064389994413,88.11127315184854
aya_owsm4.0-ctc,-0.4319654427645789,77.67453825151946,77.67453825151946,80.8041052446252,80.74596417387927
gemma_owsm4.0-ctc,-0.21598272138228944,77.2416690597009,77.2416690597009,81.16290028454418,81.13341933482408
tower_owsm4.0-ctc,-0.0,1.4833589063607349,1.4833589063607349,14.215769733002581,14.215769733002581
desta2-8b,-0.21598272138228944,69.58120739254014,69.45353525889873,72.13520626849284,72.09509295727213
qwen2audio-7b,-1.511879049676026,70.28238963643109,69.64669704771968,75.80010574753547,74.41693726387962
phi4multimodal,-25.70194384449244,59.134116756735814,55.26467700962372,83.23978867470318,59.96015189983932
voxtral-small-24b,-0.0,89.12915267848427,89.12915267848427,91.57167097501312,91.57167097501312
spirelm,-2.159827213822894,44.72129944887326,44.06500721531347,46.230055245351586,45.53535100611703
