system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
whisper,,,,,
seamlessm4t,-0.46439628482972134,72.82689617458881,72.57572483961059,62.98562391854292,62.92290190240547
canary-v2,-100.0,16.29833674209405,0.0,87.82861224799518,0.0
owsm4.0-ctc,-0.46439628482972134,60.22836040232573,60.21080710238348,48.65443551503468,48.589637469581035
gemma_whisper,-0.0,86.5913278205845,86.5913278205845,81.24273300355433,81.24273300355433
tower_whisper,-0.0,86.35767944023335,86.35767944023335,81.88326847811601,81.88326847811601
aya_whisper,-0.30959752321981426,86.54076814153245,86.42399137695507,81.19179902154225,81.14311253830745
aya_seamlessm4t,-0.0,85.82405326757637,85.82405326757637,81.05146316551941,81.05146316551941
gemma_seamlessm4t,-0.0,85.77938932706329,85.77938932706329,79.7669521149467,79.7669521149467
tower_seamlessm4t,-0.0,85.829321868833,85.829321868833,81.0855169760369,81.0855169760369
aya_canary-v2,-0.15479876160990713,86.27799158827071,86.1796150750051,82.02363163717207,81.98975423241363
gemma_canary-v2,-0.0,86.80420637555167,86.80420637555167,81.05747479218817,81.05747479218817
tower_canary-v2,-0.0,86.7570763367802,86.7570763367802,82.21226950225076,82.21226950225076
aya_owsm4.0-ctc,-0.46439628482972134,82.60885218191811,82.417110480668,74.26026395230839,74.19943869944328
gemma_owsm4.0-ctc,-0.0,82.42733195156505,82.42733195156505,74.45079666265393,74.45079666265393
tower_owsm4.0-ctc,-0.0,2.043784374792139,2.043784374792139,14.546663150329708,14.546663150329708
desta2-8b,-45.975232198142415,52.20695180863419,39.925339089089505,41.45561693749468,33.57970498087052
qwen2audio-7b,-1.7027863777089782,81.98545134058308,81.64101994471284,73.27580985385383,71.7654481403322
phi4multimodal,-11.76470588235294,76.12322629918992,75.01561239020374,80.53433559950291,70.09570724777761
voxtral-small-24b,-0.0,88.84672032411991,88.84672032411991,84.51964813673828,84.51964813673828
spirelm,-0.0,58.4000047454524,58.4000047454524,37.10944467792201,37.10944467792201
