system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
aya_canary-v2,-2.176278563656148,84.41723580471968,82.58497911412775,84.66502827418901,82.98652307642168
aya_owsm4.0-ctc,-2.8291621327529923,81.74117622826901,79.65427980459295,80.75554292807122,79.24915105428737
aya_whisper,-3.264417845484222,81.8178264255979,79.91652642725536,82.39112650961398,80.77837169328471
canary-v2,-4.570184983677911,75.05214552383492,72.50473054314399,77.34220188584328,73.98082670508413
desta2-8b,-71.70837867247008,38.61199540154394,9.26405704762459,20.14321403109729,7.644738108568275
gemma_canary-v2,-2.9379760609358,82.01236205156466,79.78676012299461,83.76278810292256,81.29322761679889
gemma_owsm4.0-ctc,-2.176278563656148,82.66152327675555,80.79443906245994,83.42619809819642,81.9401831934644
gemma_whisper,-2.720348204570185,80.30557585013898,78.46507188556178,82.77522259157747,80.92329358242218
owsm4.0-ctc,-35.69096844396083,40.959958081600846,32.15939474105835,49.832322853247476,31.64517275920144
phi4multimodal,-14.689880304678999,70.56262786516167,64.08068320975599,68.57442234980269,64.98268033186292
qwen2audio-7b,-82.48095756256801,38.01323205954167,3.956704484900797,19.270161810909702,4.520379850829387
tower_canary-v2,-1.8498367791077257,82.34999422485797,80.79681945338407,83.35109216701218,81.7384100210031
tower_owsm4.0-ctc,-1.4145810663764962,81.55181880653618,80.34065198395665,81.34609391432463,80.26333557476286
tower_whisper,-2.6115342763873777,79.89500802134339,78.26256992140131,81.54808088743874,79.9980271723166
voxtral-small-24b,-2.720348204570185,82.96534114377218,81.16218528827659,85.1302043908763,83.06699315323145
