system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
aya_canary-v2,0.0,86.66206254695086,86.66206254695086,0.9253568266262144,0.9253568266262144
aya_owsm4.0-ctc,0.0,82.60866695562464,82.60866695562464,0.8780119011566143,0.8780119011566143
aya_seamlessm4t,0.0,85.46637918765113,85.46637918765113,0.9065718536808987,0.9065718536808987
aya_whisper,0.0,85.54722567092652,85.54722567092652,0.9199178378854022,0.9199178378854022
canary-v2,0.0,82.45899538825822,82.45899538825822,0.8984569199133239,0.8984569199133239
desta2-8b,0.0,74.64936712564239,74.64936712564239,0.7309265792519855,0.7309265792519855
gemma_canary-v2,0.0,85.68419986763257,85.68419986763257,0.9162217129596928,0.9162217129596928
gemma_owsm4.0-ctc,0.0,81.13045016911207,81.13045016911207,0.8609697384722281,0.8609697384722281
gemma_seamlessm4t,0.0,84.38804645946362,84.38804645946362,0.8926695701259895,0.8926695701259895
gemma_whisper,0.0,84.26269239707281,84.26269239707281,0.9079830926536714,0.9079830926536714
owsm4.0-ctc,1.342281879194631,53.08402829042217,52.64109586709298,0.5157589495007023,0.5109238134159538
phi4multimodal,4.3624161073825505,84.2280922472077,81.54635352816358,0.9160741364095835,0.874404883274696
qwen2audio-7b,2.684563758389262,78.78280774618955,76.64783223603396,0.8054318690309988,0.7874443042248287
seamlessm4t,0.0,82.57560474040524,82.57560474040524,0.8878015520788679,0.8878015520788679
tower_canary-v2,0.0,86.17169260498662,86.17169260498662,0.9236552402277121,0.9236552402277121
tower_owsm4.0-ctc,0.0,81.61541004548937,81.61541004548937,0.8753464312461399,0.8753464312461399
tower_seamlessm4t,0.0,84.58038915763765,84.58038915763765,0.9046686821735945,0.9046686821735945
tower_whisper,0.0,85.03703080167706,85.03703080167706,0.920030634175211,0.920030634175211
voxtral-small-24b,2.013422818791946,87.68937752950912,85.90374463436588,0.9404005555298505,0.9211792932860803
whisper,0.33557046979865773,79.596416592998,79.45273009362637,0.8683326329360872,0.8651055422605284
spirelm,,,,,
