direction,system,METRICX_QE_24_diff,XCOMET_QE_diff,METRICX_QE_NON_DISFLUENT,XCOMET_QE_NON_DISFLUENT,METRICX_QE_DISFLUENT,XCOMET_QE_DISFLUENT,LINGUAPY_NON_DISFLUENT,LINGUAPY_DISFLUENT
en_it,seamlessm4t,0.7680440756178772,1.0478853744718941,45.22469252105651,45.001099734165805,25.578939543830018,21.97442312696365,-8.130081300813009,-18.51851851851852
en_it,canary-v2,0.10435795461333923,0.17676733062039188,73.88892205750071,63.08280310737408,66.9066779922556,53.606861327563216,-0.0,-0.5698005698005698
en_it,owsm4.0-ctc,0.3882751769398843,0.4166613339066975,33.78269202534746,29.1487446312255,24.334290914725713,20.575661898558785,-1.6260162601626016,-1.9943019943019944
en_it,aya_whisper,0.03339014094403696,0.05497395292324249,77.72892249938918,67.01081637444535,75.21740281785655,63.518929722164344,-0.0,-0.0
en_it,gemma_whisper,0.040461073476858546,0.06837581503772072,76.97353372195872,65.38229141293502,73.98021481451485,61.19783927402605,-0.0,-0.0
en_it,tower_whisper,0.05085150040961934,0.11149801051733485,77.3901392260218,67.97214010503234,73.645171744871,61.153631821073105,-0.0,-0.8547008547008547
en_it,aya_seamlessm4t,0.10525309648675409,0.21426513721978643,77.29900465312042,67.67789319884486,69.93783134272975,55.73568006226544,-0.0,-0.0
en_it,gemma_seamlessm4t,0.15850093125530668,0.36452989168177574,76.58455789816088,64.40405070297118,66.10660020374505,47.19871004334946,-0.0,-0.5698005698005698
en_it,tower_seamlessm4t,0.10347111396010322,0.25119743747854345,75.1970261025235,67.11152353422429,68.1458944880385,53.63783646286054,-0.8130081300813008,-0.5698005698005698
en_it,aya_canary-v2,0.08821552884658548,0.18909467685511538,78.83512719859922,68.29005938356485,72.44440564283957,57.4302961007079,-0.0,-0.2849002849002849
en_it,gemma_canary-v2,0.09394205502502641,0.22605191012199927,76.02327722456397,65.10030233520803,69.4947935088068,53.09750900247786,-0.8130081300813008,-0.2849002849002849
en_it,tower_canary-v2,0.09656993400236058,0.21122769577229122,78.00220052013552,67.55007121378813,71.13290096823647,55.7699196027032,-0.0,-0.0
en_it,aya_owsm4.0-ctc,0.09038868462327536,0.1803628311719449,78.27537933597719,67.32731631737414,71.78667610900695,57.03950898769574,-0.0,-0.0
en_it,gemma_owsm4.0-ctc,0.12408392330902716,0.3289970290322394,76.14147799286417,65.37064142464622,67.73647092889857,49.18795151276477,-0.0,-0.2849002849002849
en_it,tower_owsm4.0-ctc,0.0789323616525843,0.21073371025689966,76.41754736066834,66.96052611843358,70.82700461743565,55.30574192423002,-0.0,-0.0
en_it,desta2-8b,0.0749461639624041,0.10643674898206575,69.58271732466008,53.24674711479404,64.73135088753497,48.12452873043276,-0.8130081300813008,-1.1396011396011396
en_it,qwen2audio-7b,0.15907338626548181,0.33734892001386674,64.89750313661932,53.73121579972709,55.99084916074052,40.17740994561835,-2.4390243902439024,-4.273504273504273
en_it,phi4multimodal,0.22195257199921192,0.5183706872063993,65.9082402940688,58.045591565409325,53.936823575924606,38.22886733423807,-4.065040650406504,-3.4188034188034186
en_it,voxtral-small-24b,0.039736687280711225,0.04953027060445923,79.8931055163465,69.01147249268323,76.83974846102234,65.75462797555828,-0.0,-0.0
en_it,spirelm,0.14914081202171497,0.35246760349555134,70.76913835265772,60.23665330698335,61.584392106091535,44.53833359948683,-0.0,-1.1396011396011396
